idx,title,author,date,year,url,path,chars,paragraphs,images,sections,read,like,share,favorite,comment,raw_score,global_pct,year_pct,early_bonus,weighted_score,split,article_type,hook_type
1342,看完《封神：第二部》，我直抽自己耳光,青蒜  半佛,2025-02-01 13:18,2025,https://mp.weixin.qq.com/s/s9PJliDETl2pNsnEdZozMg,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20250201_看完《封神：第二部》，我直抽自己耳光/看完《封神：第二部》，我直抽自己耳光.md,2515,94,5,5,100000,3790,14000,845,40,9.336075239551484,0.9878542510121457,0.9594594594594594,0.0,0.8791306488674909,train,热点观点杂谈,对象加判断
1164,董宇辉或许也要谢一下罗永浩,半佛仙人,2023-12-19 00:24,2023,https://mp.weixin.qq.com/s/Ge2oas4Wvfvzgxl0VLr2qw,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20231218_董宇辉或许也要谢一下罗永浩/董宇辉或许也要谢一下罗永浩.md,1822,33,6,1,100000,2848,5318,721,294,9.10551967673841,0.97165991902834,0.983957219251337,0.0,0.878797982203555,train,热点观点杂谈,直给判断
1185,2024好好存钱，别瞎折腾了,半佛仙人,2024-02-03 18:20,2024,https://mp.weixin.qq.com/s/4OWJlYY8ksk3AIHbGqJFag,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20240203_2024好好存钱，别瞎折腾了/2024好好存钱，别瞎折腾了.md,1971,50,4,1,100000,2166,17000,646,346,9.324759892763035,0.9870445344129555,0.959731543624161,0.0,0.8787805341955819,train,热点观点杂谈,对象加判断
1604,张雪机车或许到了最危险的时刻,苍羊  半佛,2026-04-01 00:06,2026,https://mp.weixin.qq.com/s/yIrvF2W2a56zYf0nZtaoLg,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20260331_张雪机车或许到了最危险的时刻/张雪机车或许到了最危险的时刻.md,1424,46,6,1,100000,3936,4796,1228,131,9.173543192919453,0.9765182186234818,0.9727272727272728,0.0,0.8775395656974605,train,热点观点杂谈,直给判断
1324,劲酒怎么成了姨妈神仙水？,红袖  半佛,2025-01-05 18:56,2025,https://mp.weixin.qq.com/s/jtHTlLjGmV47qU13wDn-KA,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20250105_劲酒怎么成了姨妈神仙水？/劲酒怎么成了姨妈神仙水？.md,2305,80,21,4,100000,1896,29000,447,50,9.292376657866729,0.9854251012145749,0.954954954954955,0.0,0.8762180399022506,train,热点观点杂谈,反常识提问
1170,2024最重要的事情，去摆摊,半佛仙人,2024-01-01 17:43,2024,https://mp.weixin.qq.com/s/G2gRgtxmCK_3m4vn4ctUhw,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20240101_2024最重要的事情，去摆摊/2024最重要的事情，去摆摊.md,2047,34,4,4,100000,2179,14000,624,306,9.268136012675345,0.9846153846153847,0.9530201342281879,0.0,0.8750955085183274,train,热点观点杂谈,对象加判断
1636,亚朵这是要跟偷拍摄像头拼了？,苍羊  半佛,2026-05-31 11:41,2026,https://mp.weixin.qq.com/s/EFt5D21gnXQGKLrr_wCydg,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20260531_亚朵这是要跟偷拍摄像头拼了？/亚朵这是要跟偷拍摄像头拼了？.md,1573,63,7,3,100000,3366,6567,799,63,9.13386825723019,0.974089068825911,0.9636363636363636,0.0,0.8730217151269783,train,热点观点杂谈,反常识提问
1528,淘宝闪购外卖服是滑雪的神,苍羊  半佛,2025-12-09 12:36,2025,https://mp.weixin.qq.com/s/mEdtmFGucWjrArlOC984sw,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20251209_淘宝闪购外卖服是滑雪的神/淘宝闪购外卖服是滑雪的神.md,2241,90,8,4,100000,2472,11000,790,131,9.220729486693376,0.9821862348178138,0.9504504504504504,0.0,0.8728600868074553,train,热点观点杂谈,直给判断
1158,比亚迪秦降价，行业要吓傻,橙子  半佛,2023-12-04 20:59,2023,https://mp.weixin.qq.com/s/FpyxFWvePjYdUgxpE84f_A,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20231204_比亚迪秦降价，行业要吓傻/比亚迪秦降价，行业要吓傻.md,1354,57,5,4,100000,1370,11000,315,387,9.035411185137372,0.9635627530364372,0.9786096256684492,0.0,0.8724728831539977,train,商业公司拆解,对象加判断
1187,​《热辣滚烫》不是励志，是恨,红袖  半佛,2024-02-12 17:44,2024,https://mp.weixin.qq.com/s/oyUj-GWM6LrnNHAScBeygw,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20240212_​《热辣滚烫》不是励志，是恨/​《热辣滚烫》不是励志，是恨.md,2101,48,5,1,100000,3139,6649,836,763,9.248025762367405,0.9838056680161943,0.9463087248322147,0.0,0.872301171100182,train,热点观点杂谈,对象加判断
1501,最近恨不得死在盒马里,苍羊  半佛,2025-10-26 11:57,2025,https://mp.weixin.qq.com/s/Uk2uEREoR3gzKBhp1v5XMQ,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20251026_最近恨不得死在盒马里/最近恨不得死在盒马里.md,1711,72,7,3,100000,2462,15000,754,23,9.207353764826738,0.9813765182186235,0.9459459459459459,0.0,0.870838166101324,train,商业公司拆解,直给判断
1449,一瓶白桦树汁，半瓶智商税？,红袖  半佛,2025-07-27 12:07,2025,https://mp.weixin.qq.com/s/vwsdZZurJC1XCjx61kK3JQ,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20250727_一瓶白桦树汁，半瓶智商税？/一瓶白桦树汁，半瓶智商税？.md,1738,52,5,3,100000,2509,12000,609,87,9.199935971852044,0.979757085020243,0.9414414414414415,0.0,0.8683709012656382,train,热点观点杂谈,反常识提问
1213,《你想活出怎样的人生》，宫崎骏彻底悟了,青蒜  半佛,2024-04-08 19:52,2024,https://mp.weixin.qq.com/s/nRrPueakvLQyn2VXhNxbQA,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20240408_《你想活出怎样的人生》，宫崎骏彻底悟了/《你想活出怎样的人生》，宫崎骏彻底悟了.md,2144,59,5,4,100000,2156,11000,667,192,9.188644515303135,0.977327935222672,0.9395973154362416,0.0,0.8663894247751542,train,热点观点杂谈,对象加判断
1470,小米虽然辞退王腾，但给足了面子,半佛仙人,2025-09-09 12:51,2025,https://mp.weixin.qq.com/s/lFAEDj_zVIJgb6B80YsMaA,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20250909_小米虽然辞退王腾，但给足了面子/小米虽然辞退王腾，但给足了面子.md,1149,51,8,1,100000,3106,9802,528,55,9.165858002858362,0.9757085020242915,0.9369369369369369,0.0,0.8645676040412883,train,商业公司拆解,对象加判断
1556,李亚鹏确实菜，但人不坏,半佛仙人,2026-01-20 14:35,2026,https://mp.weixin.qq.com/s/ih7_RTnFGaopoF1hHiwjUg,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20260120_李亚鹏确实菜，但人不坏/李亚鹏确实菜，但人不坏.md,726,27,5,1,100000,4492,2876,894,92,9.029534577362655,0.962753036437247,0.9545454545454546,0.0,0.863605079131395,train,热点观点杂谈,对象加判断
1149,星巴克需要注意的不是瑞幸，是萨莉亚,绿牙齿  半佛,2023-11-12 18:26,2023,https://mp.weixin.qq.com/s/Dk3SKuASVpnF11tupFlY8w,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20231112_星巴克需要注意的不是瑞幸，是萨莉亚/星巴克需要注意的不是瑞幸，是萨莉亚.md,1583,53,10,4,100000,1168,9431,340,261,8.945074736560805,0.9497975708502024,0.9732620320855615,0.0,0.8630303751975579,train,商业公司拆解,对象加判断
1369,安踏的财报，要疯,半佛仙人,2025-03-20 16:43,2025,https://mp.weixin.qq.com/s/WzuKCLsebGtkeABhyrriIA,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20250320_安踏的财报，要疯/安踏的财报，要疯.md,3656,126,4,6,100000,2361,11000,847,28,9.14043163117478,0.9748987854251012,0.9324324324324325,0.0,0.862545683335157,train,热点观点杂谈,情绪夸张判断
1278,农夫山泉NFC果汁有点过于离谱,红袖 半佛,2024-09-16 17:26,2024,https://mp.weixin.qq.com/s/o4ilyoRXckqt9eJuLqH28g,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20240916_农夫山泉NFC果汁有点过于离谱/农夫山泉NFC果汁有点过于离谱.md,1494,54,4,1,100000,3028,7236,524,87,9.105471541178495,0.9708502024291498,0.9328859060402684,0.0,0.8604776784501263,train,热点观点杂谈,情绪夸张判断
1351,萨莉亚在超意兴面前还是太保守了,红袖  半佛,2025-02-18 12:48,2025,https://mp.weixin.qq.com/s/CzdABUEeL2DNujyVwUUYAg,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20250218_萨莉亚在超意兴面前还是太保守了/萨莉亚在超意兴面前还是太保守了.md,2318,70,4,5,100000,2280,9878,591,84,9.122644587367214,0.9732793522267207,0.9279279279279279,0.0,0.8600784184994712,train,热点观点杂谈,直给判断
1581,盒马让我成了全家最骚的人,红袖  半佛,2026-02-26 11:47,2026,https://mp.weixin.qq.com/s/ZPgOS4kQUKUgAi2FLiHpAA,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20260226_盒马让我成了全家最骚的人/盒马让我成了全家最骚的人.md,2206,83,29,4,100000,1867,7389,523,121,9.006004291573605,0.9595141700404858,0.9454545454545454,0.0,0.8586418844313581,train,商业公司拆解,直给判断
1147,上海硫磺皂，不负如来不负卿,红袖  半佛,2023-11-05 17:55,2023,https://mp.weixin.qq.com/s/jIj633-mZ4ckHvwK7mChdQ,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20231105_上海硫磺皂，不负如来不负卿/上海硫磺皂，不负如来不负卿.md,1953,51,10,5,100000,1396,6929,357,301,8.924526425091122,0.9449392712550607,0.9679144385026738,0.0,0.8584866526662193,train,热点观点杂谈,对象加判断
1378,这时候踩小米的车企属于脑子有问题,半佛仙人,2025-04-03 12:28,2025,https://mp.weixin.qq.com/s/fApOrJEGyH7ohkDaSxsVVA,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20250403_这时候踩小米的车企属于脑子有问题/这时候踩小米的车企属于脑子有问题.md,1443,46,4,1,100000,3865,4742,841,72,9.098728582615198,0.9700404858299595,0.9234234234234234,0.0,0.856720465404676,train,商业公司拆解,直给判断
1241,胖东来擀面皮赔偿800W，攻防一体的阳谋,半佛仙人,2024-06-28 17:05,2024,https://mp.weixin.qq.com/s/25G1-xW2HYss_XLcnM3N3A,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20240628_胖东来擀面皮赔偿800W，攻防一体的阳谋/胖东来擀面皮赔偿800W，攻防一体的阳谋.md,2018,51,7,1,100000,2845,5717,637,141,9.074413631819636,0.9676113360323887,0.9261744966442953,0.0,0.8563473086433171,train,商业公司拆解,对象加判断
1166,达利园蛋黄派让狼变成狗？,红袖  半佛,2023-12-22 21:57,2023,https://mp.weixin.qq.com/s/PK2fOqZnIH0nwUj9l4HMgQ,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20231222_达利园蛋黄派让狼变成狗？/达利园蛋黄派让狼变成狗？.md,1692,53,9,3,100000,1762,4904,426,285,8.911201043185269,0.9425101214574899,0.9625668449197861,0.0,0.8552789625235446,train,热点观点杂谈,反常识提问
1453,《浪浪山小妖怪》，看的我抓耳挠腮,白团  半佛,2025-08-03 13:10,2025,https://mp.weixin.qq.com/s/c9E7rUyTwsw0guMovSPiRQ,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20250803_《浪浪山小妖怪》，看的我抓耳挠腮/《浪浪山小妖怪》，看的我抓耳挠腮.md,2041,77,5,4,100000,2946,6568,888,45,9.094634175005467,0.9692307692307692,0.918918918918919,0.0,0.8546985446985447,train,热点观点杂谈,对象加判断
1587,与其把时间浪费在研究龙虾上，不如直接卖课,半佛仙人,2026-03-10 12:10,2026,https://mp.weixin.qq.com/s/yT1MpvKJF2a3XRpwoZ40-Q,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20260310_与其把时间浪费在研究龙虾上，不如直接卖课/与其把时间浪费在研究龙虾上，不如直接卖课.md,1149,36,4,1,100000,1748,7392,573,91,8.984651871350415,0.9578947368421052,0.9363636363636364,0.0,0.8545693779904306,train,热点观点杂谈,对象加判断
1304,海底捞做兼职，比上课还好使,苍羊  半佛,2024-11-22 13:08,2024,https://mp.weixin.qq.com/s/elyz-cYe5TRN0b881XD0yw,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20241122_海底捞做兼职，比上课还好使/海底捞做兼职，比上课还好使.md,2814,117,4,6,100000,2717,7395,453,75,9.06196034634506,0.9668016194331984,0.9194630872483222,0.0,0.8535529712251719,train,热点观点杂谈,对象加判断
1346,KTV才是最好的自习室,绿牙齿  半佛,2025-02-07 13:39,2025,https://mp.weixin.qq.com/s/k7TADFILD97ZqxpmAELDaA,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20250207_KTV才是最好的自习室/KTV才是最好的自习室.md,1610,62,4,5,100000,2721,7590,521,76,9.083444641910075,0.968421052631579,0.9144144144144144,0.0,0.8526766239924135,train,热点观点杂谈,直给判断
1644,银行起诉2岁婴儿追债，是疯了么？,半佛仙人,2026-06-15 20:47,2026,https://mp.weixin.qq.com/s/AvCiTw_kR2Xs7bNSuvpTVg,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20260615_银行起诉2岁婴儿追债，是疯了么？/银行起诉2岁婴儿追债，是疯了么？.md,1065,39,5,1,100000,3810,3111,922,53,8.983906485043615,0.957085020242915,0.9272727272727272,0.0,0.8509422156790578,train,热点观点杂谈,反常识提问
1282,我是胖东来我也不玩了,半佛仙人,2024-09-27 00:04,2024,https://mp.weixin.qq.com/s/6Oj_z9lE9f2ZpVZ8BBMPVQ,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20240926_我是胖东来我也不玩了/我是胖东来我也不玩了.md,1187,39,6,1,100000,3750,4387,775,52,9.04755890328726,0.965991902834008,0.912751677852349,0.0,0.8507586338070265,train,商业公司拆解,直给判断
1350,《美国队长4》给小学生看傻眼了,青蒜  半佛,2025-02-16 18:44,2025,https://mp.weixin.qq.com/s/T91BlXDJM_UXT03I52vyDA,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20250216_《美国队长4》给小学生看傻眼了/《美国队长4》给小学生看傻眼了.md,3450,87,5,7,100000,2879,6602,535,50,9.044738346296517,0.9651821862348178,0.9099099099099099,0.0,0.8493186708976183,train,热点观点杂谈,情绪夸张判断
1429,好利来蛋糕做的太过头了,绿牙齿  半佛,2025-06-29 18:41,2025,https://mp.weixin.qq.com/s/YfiyOAaOT5FpjO7ci0yQmQ,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20250629_好利来蛋糕做的太过头了/好利来蛋糕做的太过头了.md,1925,92,10,3,100000,2859,5956,546,80,9.042419546058548,0.9643724696356275,0.9054054054054054,0.0,0.847296750191487,train,热点观点杂谈,直给判断
1583,公司给你转了69万，不报警是不是不能还？,半佛仙人,2026-03-03 11:15,2026,https://mp.weixin.qq.com/s/PWLdqVhdMp1kVrTE2gXUvw,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20260303_公司给你转了69万，不报警是不是不能还？/公司给你转了69万，不报警是不是不能还？.md,1347,42,6,1,100000,2453,5166,493,98,8.968417495337112,0.9538461538461539,0.9181818181818182,0.0,0.845979020979021,train,热点观点杂谈,反常识提问
1198,《周处除三害》，一盆血肠炖酸菜,青蒜  半佛,2024-03-01 13:12,2024,https://mp.weixin.qq.com/s/979-cS2Q4CSSIgaOf7cE-g,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20240301_《周处除三害》，一盆血肠炖酸菜/《周处除三害》，一盆血肠炖酸菜.md,2640,71,5,6,100000,1397,10000,411,244,9.020002230626838,0.9611336032388664,0.9060402684563759,0.0,0.8457375757411081,train,热点观点杂谈,对象加判断
1521,西贝恨不得亲上华与华一口,半佛仙人,2025-11-27 00:03,2025,https://mp.weixin.qq.com/s/j-mIPbGEfA-czC8o-CUqew,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20251126_西贝恨不得亲上华与华一口/西贝恨不得亲上华与华一口.md,1351,57,6,1,100000,2468,5221,692,144,9.025518159413163,0.9619433198380567,0.9009009009009009,0.0,0.8443841412262465,train,商业公司拆解,直给判断
1309,喜糖的终极解决方案，是山姆,绿牙齿  半佛,2024-12-05 16:57,2024,https://mp.weixin.qq.com/s/omzQ8GNCSy_mpl3kDt30dQ,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20241205_喜糖的终极解决方案，是山姆/喜糖的终极解决方案，是山姆.md,1428,75,5,4,100000,1493,13000,277,97,9.017036378588406,0.9603238866396762,0.8993288590604027,0.0,0.8429432383229629,train,商业公司拆解,对象加判断
1631,健身是为了更好的死去？,红袖  半佛,2026-05-26 11:51,2026,https://mp.weixin.qq.com/s/zJUx6suFzRO1sU05sRl0DQ,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20260526_健身是为了更好的死去？/健身是为了更好的死去？.md,2314,81,4,5,100000,1960,4839,778,119,8.951173060925013,0.951417004048583,0.9090909090909091,0.0,0.8414611704085388,train,热点观点杂谈,反常识提问
1389,盒马陈皮四神水差点送我见太奶,白团  半佛,2025-04-20 11:51,2025,https://mp.weixin.qq.com/s/ZdYhdOnRO5MmioJDshAUNg,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20250420_盒马陈皮四神水差点送我见太奶/盒马陈皮四神水差点送我见太奶.md,2092,100,5,5,100000,1570,10000,396,75,8.986934709113152,0.9587044534412955,0.8963963963963963,0.0,0.8410261881314512,train,商业公司拆解,直给判断
1145,水溶C上青天，但茶π已成仙。,苍羊 半佛,2023-11-02 19:06,2023,https://mp.weixin.qq.com/s/D27EzuvkOEZYMcNILh9hKw,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20231102_水溶C上青天，但茶π已成仙。/水溶C上青天，但茶π已成仙。.md,3592,103,21,5,100000,1386,4288,313,399,8.803716764876233,0.9165991902834008,0.9572192513368984,0.0,0.839156292623785,train,热点观点杂谈,对象加判断
1225,惠普应该把暗影精灵改名学术精灵,苍羊  半佛,2024-05-17 16:23,2024,https://mp.weixin.qq.com/s/cJL_9yXcB_khXclVu7Xw5g,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20240517_惠普应该把暗影精灵改名学术精灵/惠普应该把暗影精灵改名学术精灵.md,2038,90,4,5,100000,2748,4454,398,232,8.981169184106891,0.9562753036437247,0.8926174496644296,0.0,0.838367524386599,train,热点观点杂谈,直给判断
1531,蜜雪冰城生怕美国人吃到一点甜头啊,红袖  半佛,2025-12-17 18:11,2025,https://mp.weixin.qq.com/s/ygxSr0yyd7HusOVa_ny3Ag,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20251217_蜜雪冰城生怕美国人吃到一点甜头啊/蜜雪冰城生怕美国人吃到一点甜头啊.md,1562,58,5,1,100000,2483,4360,587,184,8.977738426489895,0.9554655870445344,0.8918918918918919,0.0,0.8376682350366562,train,热点观点杂谈,直给判断
1555,开餐饮去跟消费者纠结预制菜属于精神变态,半佛仙人,2026-01-19 16:06,2026,https://mp.weixin.qq.com/s/lcXsAPFFKRXXiL4J6yrPuQ,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20260119_开餐饮去跟消费者纠结预制菜属于精神变态/开餐饮去跟消费者纠结预制菜属于精神变态.md,1652,45,4,1,100000,3180,3131,1023,36,8.931814976129195,0.9473684210526315,0.9,0.0,0.8360526315789474,train,消费品牌观察,直给判断
