idx,title,author,date,year,url,path,chars,paragraphs,images,sections,read,like,share,favorite,comment,raw_score,global_pct,year_pct,early_bonus,weighted_score,split,article_type,hook_type
11,阴影之下的蛇道鼠路，互联网黑吃黑大揭秘,半佛仙人,2019-05-22 18:29,2019,https://mp.weixin.qq.com/s/F-HbUmbzLcn_CIY54BACSg,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20190522_阴影之下的蛇道鼠路，互联网黑吃黑大揭秘/阴影之下的蛇道鼠路，互联网黑吃黑大揭秘.md,5790,155,3,8,,,,,,,,,0.0,,no_interaction,热点观点杂谈,对象加判断
12,为什么我总在怼p2p非法集资,半佛仙人,2019-05-25 18:29,2019,https://mp.weixin.qq.com/s/a-l16NB7Vqis1AiwKcBk1Q,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20190525_为什么我总在怼p2p非法集资/为什么我总在怼p2p非法集资.md,2378,55,2,0,,,,,,,,,0.0,,no_interaction,热点观点杂谈,追问机制
13,你的朋友圈，正在为野生众筹的爱心骗局推波助澜,半佛仙人,2019-05-27 18:31,2019,https://mp.weixin.qq.com/s/tWamdv3JMxKFvwSD1fcd2g,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20190527_你的朋友圈，正在为野生众筹的爱心骗局推波助澜/你的朋友圈，正在为野生众筹的爱心骗局推波助澜.md,6821,148,1,9,,,,,,,,,0.0,,no_interaction,风险黑产科普,对象加判断
14,这份指南不能帮你发财，但能帮你避坑,半佛仙人,2019-06-11 18:27,2019,https://mp.weixin.qq.com/s/XIR2NCIuSA05MFQdOi6bgg,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20190611_这份指南不能帮你发财，但能帮你避坑/这份指南不能帮你发财，但能帮你避坑.md,2706,84,3,11,,,,,,,,,0.0,,no_interaction,热点观点杂谈,对象加判断
15,阿里出行局: 输了战役，赢了战争,半佛仙人,2019-06-12 19:41,2019,https://mp.weixin.qq.com/s/swFSZApheTnar3RH6VdUlA,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20190612_阿里出行局_ 输了战役，赢了战争/阿里出行局_ 输了战役，赢了战争.md,3420,67,1,6,,,,,,,,,0.0,,no_interaction,商业公司拆解,对象加判断
16,如何一眼穿透骗子公司的幕后架构,半佛仙人,2019-06-13 18:40,2019,https://mp.weixin.qq.com/s/CPO-LsSoRtODI0SwEdg23A,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20190613_如何一眼穿透骗子公司的幕后架构/如何一眼穿透骗子公司的幕后架构.md,4029,92,13,6,,,,,,,,,0.0,,no_interaction,热点观点杂谈,直给判断
17,这份指南不能帮你发财，但能帮你避坑2,半佛仙人,2019-06-18 18:28,2019,https://mp.weixin.qq.com/s/S-nwDj1LeDkB0a7Vky5Gog,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20190618_这份指南不能帮你发财，但能帮你避坑2/这份指南不能帮你发财，但能帮你避坑2.md,4572,117,1,10,,,,,,,,,0.0,,no_interaction,热点观点杂谈,对象加判断
18,当代年轻人到底做什么才能改变命运？,半佛仙人,2019-06-19 18:29,2019,https://mp.weixin.qq.com/s/RB0tYeoii7o4_e6yK8lMfg,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20190619_当代年轻人到底做什么才能改变命运？/当代年轻人到底做什么才能改变命运？.md,4298,113,17,7,,,,,,,,,0.0,,no_interaction,热点观点杂谈,反常识提问
19,通过爱好选专业，可能是当代最无耻的谎言,半佛仙人,2019-07-01 18:29,2019,https://mp.weixin.qq.com/s/jkJEnuG9lUgRz1W7HzEohQ,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20190701_通过爱好选专业，可能是当代最无耻的谎言/通过爱好选专业，可能是当代最无耻的谎言.md,6274,146,1,8,,,,,,,,,0.0,,no_interaction,热点观点杂谈,对象加判断
20,淘宝造万物，闲鱼见众生,半佛仙人,2019-07-05 11:59,2019,https://mp.weixin.qq.com/s/TiPA_JeFj1bi4A-PMjAqZQ,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20190705_淘宝造万物，闲鱼见众生/淘宝造万物，闲鱼见众生.md,5524,130,9,9,,,,,,,,,0.0,,no_interaction,热点观点杂谈,对象加判断
21,警惕清北爽文这种清新的毒药,半佛仙人,2019-07-10 18:38,2019,https://mp.weixin.qq.com/s/BFRZTDPnxQlPZD8NfnOjsg,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20190710_警惕清北爽文这种清新的毒药/警惕清北爽文这种清新的毒药.md,3222,79,4,7,,,,,,,,,0.0,,no_interaction,热点观点杂谈,直给判断
22,配资一时爽，全家火葬场,半佛仙人,2019-07-25 12:30,2019,https://mp.weixin.qq.com/s/YarTWa7Oxx9BUNFo2QbN0w,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20190725_配资一时爽，全家火葬场/配资一时爽，全家火葬场.md,3634,83,2,9,,,,,,,,,0.0,,no_interaction,热点观点杂谈,对象加判断
23,PTFX骗局：搏命赌徒的末日狂响,半佛仙人,2019-07-29 13:00,2019,https://mp.weixin.qq.com/s/cSlvFXkITuyFPTNJC3uSDA,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20190729_PTFX骗局：搏命赌徒的末日狂响/PTFX骗局：搏命赌徒的末日狂响.md,6746,145,18,9,,,,,,,,,0.0,,no_interaction,风险黑产科普,直给判断
24,硬货-如何用风控拯救下架的小红书,半佛仙人,2019-07-31 12:32,2019,https://mp.weixin.qq.com/s/LTSlBSI39Fd70yTspUwO0A,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20190731_硬货-如何用风控拯救下架的小红书/硬货-如何用风控拯救下架的小红书.md,6698,144,3,9,,,,,,,,,0.0,,no_interaction,热点观点杂谈,情绪夸张判断
25,你面前的一杯水，是人类万年的进化,半佛仙人,2019-08-02 18:34,2019,https://mp.weixin.qq.com/s/QCg3OfP9rRmtpYRiBQioEQ,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20190802_你面前的一杯水，是人类万年的进化/你面前的一杯水，是人类万年的进化.md,5167,124,13,10,,,,,,,,,0.0,,no_interaction,热点观点杂谈,对象加判断
26,幽暗镰刀：隐私安全下的收割者们,半佛仙人,2019-08-05 18:28,2019,https://mp.weixin.qq.com/s/SzjXkrXRMzBtxT0x9OG7fg,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20190805_幽暗镰刀：隐私安全下的收割者们/幽暗镰刀：隐私安全下的收割者们.md,5540,106,5,8,,,,,,,,,0.0,,no_interaction,风险黑产科普,直给判断
27,原创100篇，搞点大的,半佛仙人,2019-08-08 12:30,2019,https://mp.weixin.qq.com/s/Gvc3YuTpnFF6etd9M_KmOg,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20190808_原创100篇，搞点大的/原创100篇，搞点大的.md,3859,108,2,9,,,,,,,,,0.0,,no_interaction,热点观点杂谈,对象加判断
28,上海堡垒崩塌：终结流量的只能是流量本身,半佛仙人,2019-08-12 12:29,2019,https://mp.weixin.qq.com/s/fkLaClgOIKzYO4P8Ypuk9w,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20190812_上海堡垒崩塌：终结流量的只能是流量本身/上海堡垒崩塌：终结流量的只能是流量本身.md,3506,79,2,6,,,,,,,,,0.0,,no_interaction,热点观点杂谈,直给判断
29,百度一下，你就知乎,半佛仙人,2019-08-14 12:30,2019,https://mp.weixin.qq.com/s/rFBowzcNgrnPeLYrcQhzyg,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20190814_百度一下，你就知乎/百度一下，你就知乎.md,4066,99,2,7,,,,,,,,,0.0,,no_interaction,热点观点杂谈,对象加判断
30,你的下一口肉来自实验室还是屠宰场？淘宝造物节见分晓,半佛仙人,2019-08-19 12:00,2019,https://mp.weixin.qq.com/s/oxzWPK-QJV9YrOvtdbBE8g,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20190819_你的下一口肉来自实验室还是屠宰场？淘宝造物节见分晓/你的下一口肉来自实验室还是屠宰场？淘宝造物节见分晓.md,2716,55,13,7,,,,,,,,,0.0,,no_interaction,热点观点杂谈,反常识提问
31,字节跳动的敌人只有时间,半佛仙人,2019-08-20 12:37,2019,https://mp.weixin.qq.com/s/mXmJpcGaLI8Dwd4mZwEonQ,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20190820_字节跳动的敌人只有时间/字节跳动的敌人只有时间.md,4168,94,3,6,,,,,,,,,0.0,,no_interaction,热点观点杂谈,直给判断
32,毒鸡汤毁灭者：从厕所艺术家到灵魂写手,半佛仙人,2019-08-22 12:28,2019,https://mp.weixin.qq.com/s/8w1Y2ty7XnDGY5F9Lfm3MQ,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20190822_毒鸡汤毁灭者：从厕所艺术家到灵魂写手/毒鸡汤毁灭者：从厕所艺术家到灵魂写手.md,1999,31,4,0,,,,,,,,,0.0,,no_interaction,热点观点杂谈,直给判断
33,用3年时间记下1亿棵树的名字,半佛仙人,2019-08-27 12:29,2019,https://mp.weixin.qq.com/s/6ndEmxvEX9ziXWmo_RYnzQ,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20190827_用3年时间记下1亿棵树的名字/用3年时间记下1亿棵树的名字.md,3341,62,2,7,,,,,,,,,0.0,,no_interaction,热点观点杂谈,直给判断
34,互联网存量世界下的基建杀局,半佛仙人,2019-08-29 12:30,2019,https://mp.weixin.qq.com/s/BSVvgEP84zLpA4-Bn3fHHg,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20190829_互联网存量世界下的基建杀局/互联网存量世界下的基建杀局.md,3134,86,5,5,,,,,,,,,0.0,,no_interaction,热点观点杂谈,直给判断
35,下一个时代的黑产攻防，可能没有人类什么事情了,半佛仙人,2019-08-30 18:00,2019,https://mp.weixin.qq.com/s/W_iBhkqhmKJpFUd6nw4NSg,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20190830_下一个时代的黑产攻防，可能没有人类什么事情了/下一个时代的黑产攻防，可能没有人类什么事情了.md,4378,110,9,7,,,,,,,,,0.0,,no_interaction,风险黑产科普,对象加判断
36,ZAO作一下，你会是谁,半佛仙人,2019-09-02 12:41,2019,https://mp.weixin.qq.com/s/F5xc2QdWM4gHp7qLsw1_5Q,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20190902_ZAO作一下，你会是谁/ZAO作一下，你会是谁.md,5562,111,6,7,,,,,,,,,0.0,,no_interaction,热点观点杂谈,对象加判断
37,愿天下团圆，愿天下再无团圆,半佛仙人,2019-09-09 12:30,2019,https://mp.weixin.qq.com/s/g80ftf9EAyUi_NHKkt4Yew,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20190909_愿天下团圆，愿天下再无团圆/愿天下团圆，愿天下再无团圆.md,3903,100,7,6,,,,,,,,,0.0,,no_interaction,热点观点杂谈,对象加判断
38,再无风清扬，再有少年郎,半佛仙人,2019-09-12 12:35,2019,https://mp.weixin.qq.com/s/AMP5PB1wEim4ZPRZVVYq4g,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20190912_再无风清扬，再有少年郎/再无风清扬，再有少年郎.md,5395,150,2,9,,,,,,,,,0.0,,no_interaction,热点观点杂谈,对象加判断
39,真正的脑洞体验，请上B站,半佛仙人,2019-09-15 12:32,2019,https://mp.weixin.qq.com/s/_sy_HLYpLellskTlpnRhWQ,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20190915_真正的脑洞体验，请上B站/真正的脑洞体验，请上B站.md,3858,86,3,6,,,,,,,,,0.0,,no_interaction,文娱产品拆解,对象加判断
40,开门做生意，这件事要有准备,半佛仙人,2019-09-17 12:36,2019,https://mp.weixin.qq.com/s/8tOb2NU5vl55PPYoBLGuGg,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20190917_开门做生意，这件事要有准备/开门做生意，这件事要有准备.md,2956,59,2,6,,,,,,,,,0.0,,no_interaction,热点观点杂谈,对象加判断
41,庞氏百年，人间未变,半佛仙人,2019-09-18 12:36,2019,https://mp.weixin.qq.com/s/mEdt972QS_faROt1njQ79g,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20190918_庞氏百年，人间未变/庞氏百年，人间未变.md,6019,165,5,9,,,,,,,,,0.0,,no_interaction,热点观点杂谈,对象加判断
42,做人当如平头哥,半佛仙人,2019-09-25 12:30,2019,https://mp.weixin.qq.com/s/LPmkf0xdBeWYTuDo6Ij4xQ,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20190925_做人当如平头哥/做人当如平头哥.md,5312,122,5,7,,,,,,,,,0.0,,no_interaction,热点观点杂谈,直给判断
43,闲置经济的鱼和水,半佛仙人,2019-09-26 12:30,2019,https://mp.weixin.qq.com/s/TdFnPmMLlLfKD_Orr3jIWQ,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20190926_闲置经济的鱼和水/闲置经济的鱼和水.md,4718,110,2,6,,,,,,,,,0.0,,no_interaction,热点观点杂谈,直给判断
44,阿里的技术绝境与飞天之路,半佛仙人,2019-09-27 12:29,2019,https://mp.weixin.qq.com/s/HbPrB4g-KoxRhfXQBKv7tA,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20190927_阿里的技术绝境与飞天之路/阿里的技术绝境与飞天之路.md,4832,126,3,7,,,,,,,,,0.0,,no_interaction,商业公司拆解,直给判断
45,腾讯的敌人只有傲慢的自己,半佛仙人,2019-09-30 12:31,2019,https://mp.weixin.qq.com/s/kARoDxHXqOFeXylHEloVdw,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20190930_腾讯的敌人只有傲慢的自己/腾讯的敌人只有傲慢的自己.md,4221,113,2,7,,,,,,,,,0.0,,no_interaction,商业公司拆解,直给判断
46,韭菜简史：快招加盟的致富骗局,半佛仙人,2019-10-08 12:42,2019,https://mp.weixin.qq.com/s/R8UVywYwKVvkZ3q9WWRWjA,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20191008_韭菜简史：快招加盟的致富骗局/韭菜简史：快招加盟的致富骗局.md,9891,198,8,9,,,,,,,,,0.0,,no_interaction,风险黑产科普,直给判断
47,少点套路不用拼，聚划算才是真划算,半佛仙人,2019-10-11 12:50,2019,https://mp.weixin.qq.com/s/HsRJhC-dqJ5kRiPKWBF9OQ,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20191011_少点套路不用拼，聚划算才是真划算/少点套路不用拼，聚划算才是真划算.md,3203,76,6,6,,,,,,,,,0.0,,no_interaction,热点观点杂谈,对象加判断
48,刷脸支付嗖嗖嗖，韭菜脸上绿油油,半佛仙人,2019-10-17 12:30,2019,https://mp.weixin.qq.com/s/vLVxPFXzWXG464LKpBzqKw,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20191017_刷脸支付嗖嗖嗖，韭菜脸上绿油油/刷脸支付嗖嗖嗖，韭菜脸上绿油油.md,5988,123,4,8,,,,,,,,,0.0,,no_interaction,热点观点杂谈,对象加判断
49,虚假的数据繁荣终将败给真实的人来人往,半佛仙人,2019-10-22 12:42,2019,https://mp.weixin.qq.com/s/z3r6A5yUccNtwg7OTsOIEQ,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20191022_虚假的数据繁荣终将败给真实的人来人往/虚假的数据繁荣终将败给真实的人来人往.md,4726,85,15,6,,,,,,,,,0.0,,no_interaction,热点观点杂谈,直给判断
50,我们对于互联网的认知，太傲慢了,半佛仙人,2019-10-23 18:41,2019,https://mp.weixin.qq.com/s/cMS_reZXxJ8c65OFMi7EGw,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20191023_我们对于互联网的认知，太傲慢了/我们对于互联网的认知，太傲慢了.md,7810,140,6,5,,,,,,,,,0.0,,no_interaction,热点观点杂谈,对象加判断
51,科技黑箱的时代，不要忘记造箱子的人,半佛仙人,2019-10-24 12:30,2019,https://mp.weixin.qq.com/s/nSbIHrrE6DK5a9NDsbwwFQ,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20191024_科技黑箱的时代，不要忘记造箱子的人/科技黑箱的时代，不要忘记造箱子的人.md,5043,120,27,6,,,,,,,,,0.0,,no_interaction,科技产业观察,对象加判断
52,你猜我和当当聊了什么？,半佛仙人,2019-10-27 18:30,2019,https://mp.weixin.qq.com/s/hhSFAw6w-dUGItylsdzabA,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20191027_你猜我和当当聊了什么？/你猜我和当当聊了什么？.md,3292,47,9,6,,,,,,,,,0.0,,no_interaction,热点观点杂谈,反常识提问
53,年轻人厌恶的品牌终将死去,半佛仙人,2019-10-28 12:29,2019,https://mp.weixin.qq.com/s/SrdrNklXDX97a8GRCee-FQ,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20191028_年轻人厌恶的品牌终将死去/年轻人厌恶的品牌终将死去.md,6874,215,2,7,,,,,,,,,0.0,,no_interaction,消费品牌观察,直给判断
54,迷信网红带货是一种病，得治,半佛仙人,2019-10-30 12:35,2019,https://mp.weixin.qq.com/s/BfIbS4mmHX43OgricSuKyQ,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20191030_迷信网红带货是一种病，得治/迷信网红带货是一种病，得治.md,4841,129,7,6,,,,,,,,,0.0,,no_interaction,热点观点杂谈,对象加判断
55,所以，你还要薛定谔的健身到什么时候？,半佛仙人,2019-11-01 12:29,2019,https://mp.weixin.qq.com/s/ucFuFKmnRRjjxKsCxqJTiQ,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20191101_所以，你还要薛定谔的健身到什么时候？/所以，你还要薛定谔的健身到什么时候？.md,4254,110,5,6,,,,,,,,,0.0,,no_interaction,热点观点杂谈,反常识提问
56,要让国货崛起，先让国货high上天,半佛仙人,2019-11-02 20:22,2019,https://mp.weixin.qq.com/s/SYJX91DCA-R3q8e0BNxtlA,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20191102_要让国货崛起，先让国货high上天/要让国货崛起，先让国货high上天.md,3136,55,49,4,,,,,,,,,0.0,,no_interaction,热点观点杂谈,对象加判断
57,金融科技的下半场，是金融机构的游戏,半佛仙人,2019-11-03 12:41,2019,https://mp.weixin.qq.com/s/l5zqr0iA4mFJwMj1zaowxw,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20191103_金融科技的下半场，是金融机构的游戏/金融科技的下半场，是金融机构的游戏.md,5510,107,3,8,,,,,,,,,0.0,,no_interaction,文娱产品拆解,对象加判断
58,努力还债罗老师，科技先驱好锤子,半佛仙人,2019-11-04 12:54,2019,https://mp.weixin.qq.com/s/gXiZ3r8fcfDeUAbPPWW5IA,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20191104_努力还债罗老师，科技先驱好锤子/努力还债罗老师，科技先驱好锤子.md,5265,156,14,7,,,,,,,,,0.0,,no_interaction,科技产业观察,对象加判断
59,星辰大海在前，科学承载为舟,半佛仙人,2019-11-05 18:51,2019,https://mp.weixin.qq.com/s/o9Zq_UFBqUhN-X27ji_H_w,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20191105_星辰大海在前，科学承载为舟/星辰大海在前，科学承载为舟.md,7751,194,7,5,,,,,,,,,0.0,,no_interaction,热点观点杂谈,对象加判断
60,当生命被标上价格，价高者得,半佛仙人,2019-11-07 18:26,2019,https://mp.weixin.qq.com/s/TmQCk-y3HWNS-hAzxew66A,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20191107_当生命被标上价格，价高者得/当生命被标上价格，价高者得.md,4876,102,26,9,,,,,,,,,0.0,,no_interaction,热点观点杂谈,对象加判断
61,品牌纵身跃入，人海开始欢腾,半佛仙人,2019-11-08 21:17,2019,https://mp.weixin.qq.com/s/ir_XeoYrfjpr6IoJppW9jg,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20191108_品牌纵身跃入，人海开始欢腾/品牌纵身跃入，人海开始欢腾.md,5501,110,4,5,,,,,,,,,0.0,,no_interaction,消费品牌观察,对象加判断
62,顺风车，永无宁日,半佛仙人,2019-11-11 12:38,2019,https://mp.weixin.qq.com/s/a4NUoANVhHeiOprZ0rszQQ,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20191111_顺风车，永无宁日/顺风车，永无宁日.md,8815,195,4,6,,,,,,,,,0.0,,no_interaction,热点观点杂谈,对象加判断
63,股票大师的智商税不能开票,半佛仙人,2019-11-15 12:33,2019,https://mp.weixin.qq.com/s/IvLtLt9m8pmimwruvpXyyw,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20191115_股票大师的智商税不能开票/股票大师的智商税不能开票.md,3244,94,4,7,,,,,,,,,0.0,,no_interaction,热点观点杂谈,直给判断
64,商业的速度，不是越快越好,半佛仙人,2019-11-19 18:44,2019,https://mp.weixin.qq.com/s/WUmPnkNuPV3y8TgdZdE13w,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20191119_商业的速度，不是越快越好/商业的速度，不是越快越好.md,5241,158,2,5,,,,,,,,,0.0,,no_interaction,热点观点杂谈,对象加判断
65,双11，就是一场“局”,半佛仙人,2019-11-22 18:38,2019,https://mp.weixin.qq.com/s/e936MetL31h4hZzb4CnkIQ,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20191122_双11，就是一场“局”/双11，就是一场“局”.md,4710,89,4,5,,,,,,,,,0.0,,no_interaction,热点观点杂谈,对象加判断
66,流量或许还有蓝海,半佛仙人,2019-11-24 12:39,2019,https://mp.weixin.qq.com/s/Dg4Vr9YZSpzADQ9vltEuUw,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20191124_流量或许还有蓝海/流量或许还有蓝海.md,6096,168,1,5,,,,,,,,,0.0,,no_interaction,热点观点杂谈,直给判断
67,中国游戏二十年，行业蜕变与新生,半佛仙人,2019-11-25 19:12,2019,https://mp.weixin.qq.com/s/ZxZ31Jz3Eprg1e1Do4HqIA,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20191125_中国游戏二十年，行业蜕变与新生/中国游戏二十年，行业蜕变与新生.md,5420,113,8,7,,,,,,,,,0.0,,no_interaction,文娱产品拆解,对象加判断
68,Tony老师们的春天,半佛仙人,2019-11-26 19:41,2019,https://mp.weixin.qq.com/s/0gAwsQsvEpYgB2_mKyIzNQ,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20191126_Tony老师们的春天/Tony老师们的春天.md,7052,175,2,7,,,,,,,,,0.0,,no_interaction,热点观点杂谈,直给判断
69,OFO硬核翻盘指南,半佛仙人,2019-11-29 12:47,2019,https://mp.weixin.qq.com/s/2jmTNdGb0HeuSLTv3prmGA,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20191129_OFO硬核翻盘指南/OFO硬核翻盘指南.md,4910,135,22,9,,,,,,,,,0.0,,no_interaction,热点观点杂谈,直给判断
