split,date,year,account,author,editor,article_type,title,char_count,image_count,url,file,source_path
train,2016-08-06 23:25,2016,成都美食,肉丸,肉丸,街区地图/城市记忆稿,看看别人家的食堂（IBM、新浪、支付宝的员工伙食）,1898,69,https://mp.weixin.qq.com/s/RkfME5j8OXYf-mIn-3HYXA,20160806_看看别人家的食堂（IBM、新浪、支付宝的员工伙食）.md,/Users/lixin/Documents/学习/重点学习公众号/成都美食/20160806_看看别人家的食堂（IBM、新浪、支付宝的员工伙食）.md
train,2016-08-07 21:04,2016,成都美食,Dase,Dase,街区地图/城市记忆稿,开兰博基尼过来也必须排队！这位大叔一出摊奎星楼就要交通瘫痪！！,674,16,https://mp.weixin.qq.com/s/sWRRosv1ECAxW9oZODfKBQ,20160807_开兰博基尼过来也必须排队！这位大叔一出摊奎星楼就要交通瘫痪！！.md,/Users/lixin/Documents/学习/重点学习公众号/成都美食/20160807_开兰博基尼过来也必须排队！这位大叔一出摊奎星楼就要交通瘫痪！！.md
train,2016-08-10 21:37,2016,成都美食,Dase,Dase,人物老店/烟火故事稿,他用10年光阴在荷塘边煮一碗粥！成都人都想穿城去喝它！！,511,12,https://mp.weixin.qq.com/s/q-UmSHaK8UYi6X1cWMvHyQ,20160810_他用10年光阴在荷塘边煮一碗粥！成都人都想穿城去喝它！！.md,/Users/lixin/Documents/学习/重点学习公众号/成都美食/20160810_他用10年光阴在荷塘边煮一碗粥！成都人都想穿城去喝它！！.md
train,2016-09-15 22:02,2016,成都美食,Dase,Dase,单品深挖/资格味道稿,看看中秋夜，我们在吃啥！,747,7,https://mp.weixin.qq.com/s/jktDHHd-1ARUXxknYH8MXA,20160915_看看中秋夜，我们在吃啥！.md,/Users/lixin/Documents/学习/重点学习公众号/成都美食/20160915_看看中秋夜，我们在吃啥！.md
train,2016-09-18 11:42,2016,成都美食,迷你红唇,迷你红唇,测评指南/清单稿,还敢说你会吃火锅？在成都，吃火锅没得这十个套路你怕是超得西撇！,3471,45,https://mp.weixin.qq.com/s/gthHz0gSGWrGw-aCpU2hkg,20160918_还敢说你会吃火锅？在成都，吃火锅没得这十个套路你怕是超得西撇！.md,/Users/lixin/Documents/学习/重点学习公众号/成都美食/20160918_还敢说你会吃火锅？在成都，吃火锅没得这十个套路你怕是超得西撇！.md
train,2016-09-19 11:32,2016,成都美食,水冰玥,水冰玥,测评指南/清单稿,吃遍全家、711、9010的7684种美食！这25件最值得一试！！,2649,107,https://mp.weixin.qq.com/s/k5zuAL6O1Qi15mpjTMu2dA,20160919_吃遍全家、711、9010的7684种美食！这25件最值得一试！！.md,/Users/lixin/Documents/学习/重点学习公众号/成都美食/20160919_吃遍全家、711、9010的7684种美食！这25件最值得一试！！.md
train,2016-09-22 11:45,2016,成都美食,驴行收割机,驴行收割机,街区地图/城市记忆稿,把锦里、宽窄巷子都留给全国人民吧，我只想去成都这个秘境呆！,1698,64,https://mp.weixin.qq.com/s/-_2SR5Vn_KEoZf06NpAa6w,20160922_把锦里、宽窄巷子都留给全国人民吧，我只想去成都这个秘境呆！.md,/Users/lixin/Documents/学习/重点学习公众号/成都美食/20160922_把锦里、宽窄巷子都留给全国人民吧，我只想去成都这个秘境呆！.md
train,2016-09-26 11:39,2016,成都美食,美食君,美食君,街区地图/城市记忆稿,成都有一座建在半山上的食堂，12年未涨价！四川师范大学！！,3960,171,https://mp.weixin.qq.com/s/-MeR1jez7YOaKENsJ1zPcQ,20160926_成都有一座建在半山上的食堂，12年未涨价！四川师范大学！！.md,/Users/lixin/Documents/学习/重点学习公众号/成都美食/20160926_成都有一座建在半山上的食堂，12年未涨价！四川师范大学！！.md
train,2016-10-03 11:36,2016,成都美食,Dase,Dase,街区地图/城市记忆稿,北门被人嫌弃了，如果没有北门，成都还完整么？,2288,65,https://mp.weixin.qq.com/s/Q5Zbm5Et7MRnGLD5zJXHzQ,20161003_北门被人嫌弃了，如果没有北门，成都还完整么？.md,/Users/lixin/Documents/学习/重点学习公众号/成都美食/20161003_北门被人嫌弃了，如果没有北门，成都还完整么？.md
train,2016-10-07 21:32,2016,成都美食,洪哥不是鸳鸯锅,洪哥不是鸳鸯锅,街区地图/城市记忆稿,国庆只去了太古里？成都的清朝建筑、民国大院，深藏着本地人都找不到的美食！,2239,66,https://mp.weixin.qq.com/s/g69vZFdQbXOs1qqAlCuoug,20161007_国庆只去了太古里？成都的清朝建筑、民国大院，深藏着本地人都找不到的美食！.md,/Users/lixin/Documents/学习/重点学习公众号/成都美食/20161007_国庆只去了太古里？成都的清朝建筑、民国大院，深藏着本地人都找不到的美食！.md
train,2016-10-31 12:10,2016,成都美食,洪哥 / Dase,洪哥 / Dase,街区地图/城市记忆稿,肥肠血旺20分钟抢空！成都人民都吃得到的食堂，看看你家门口有没有！,3828,116,https://mp.weixin.qq.com/s/kvou4Qy7bp5G46yAFcV5cw,20161031_肥肠血旺20分钟抢空！成都人民都吃得到的食堂，看看你家门口有没有！.md,/Users/lixin/Documents/学习/重点学习公众号/成都美食/20161031_肥肠血旺20分钟抢空！成都人民都吃得到的食堂，看看你家门口有没有！.md
train,2016-11-03 11:56,2016,成都美食,灰灰君,灰灰君,街区地图/城市记忆稿,成都的小众咖啡馆为什么那么好看！一半以上都还没人晒过！！,1632,67,https://mp.weixin.qq.com/s/lOSHJsxP4nAuV1KT1-GcMg,20161103_成都的小众咖啡馆为什么那么好看！一半以上都还没人晒过！！.md,/Users/lixin/Documents/学习/重点学习公众号/成都美食/20161103_成都的小众咖啡馆为什么那么好看！一半以上都还没人晒过！！.md
train,2016-11-10 11:50,2016,成都美食,罗球球,罗球球,测评指南/清单稿,火爆京城的百香林糕点来成都了！鲍师傅和稻香村还会远吗！,5945,101,https://mp.weixin.qq.com/s/ymUpRoIQKrkf7kcgqB7vRw,20161110_火爆京城的百香林糕点来成都了！鲍师傅和稻香村还会远吗！.md,/Users/lixin/Documents/学习/重点学习公众号/成都美食/20161110_火爆京城的百香林糕点来成都了！鲍师傅和稻香村还会远吗！.md
train,2016-11-13 21:25,2016,成都美食,柚子,柚子,街区地图/城市记忆稿,它被称为西南美食大学！抓饭、大盘鸡、清真拉面……西南民大食堂篇！,5718,190,https://mp.weixin.qq.com/s/loNTmSguCbU8GRq1Ndg0tA,20161113_它被称为西南美食大学！抓饭、大盘鸡、清真拉面……西南民大食堂篇！.md,/Users/lixin/Documents/学习/重点学习公众号/成都美食/20161113_它被称为西南美食大学！抓饭、大盘鸡、清真拉面……西南民大食堂篇！.md
train,2016-11-14 11:31,2016,成都美食,柚子 | 冉阿树,柚子 | 冉阿树,街区地图/城市记忆稿,为了带你看看成都第一家潮汕牛肉，我们去了成都的“小汕头”！,2947,47,https://mp.weixin.qq.com/s/8b5YeLOIbhIO38Weh9Mhiw,20161114_为了带你看看成都第一家潮汕牛肉，我们去了成都的“小汕头”！.md,/Users/lixin/Documents/学习/重点学习公众号/成都美食/20161114_为了带你看看成都第一家潮汕牛肉，我们去了成都的“小汕头”！.md
train,2016-11-21 11:20,2016,成都美食,冉阿树,冉阿树,测评指南/清单稿,薯条测评┃麦当劳、肯德基、汉堡王三款中薯终极对比！终于知道该买谁了！！,1193,68,https://mp.weixin.qq.com/s/g3dIzqEFsEkcR6q_avB4Mg,20161121_薯条测评┃麦当劳、肯德基、汉堡王三款中薯终极对比！终于知道该买谁了！！.md,/Users/lixin/Documents/学习/重点学习公众号/成都美食/20161121_薯条测评┃麦当劳、肯德基、汉堡王三款中薯终极对比！终于知道该买谁了！！.md
train,2016-11-27 22:44,2016,成都美食,水冰玥,水冰玥,街区地图/城市记忆稿,它应该是“全国最嗲男生食堂”，文艺到爆炸！成都理工大学食堂篇,5359,150,https://mp.weixin.qq.com/s/ipRzVvH0snvJjrx9ZiXaWA,20161127_它应该是“全国最嗲男生食堂”，文艺到爆炸！成都理工大学食堂篇.md,/Users/lixin/Documents/学习/重点学习公众号/成都美食/20161127_它应该是“全国最嗲男生食堂”，文艺到爆炸！成都理工大学食堂篇.md
train,2016-12-01 12:39,2016,成都美食,竹酱,竹酱,测评指南/清单稿,李嘉诚员工离职后，他重新颠覆了成都苍蝇馆子的江湖定义！,2425,60,https://mp.weixin.qq.com/s/OrIFEyXVgJuPaHGC-uE5Yw,20161201_李嘉诚员工离职后，他重新颠覆了成都苍蝇馆子的江湖定义！.md,/Users/lixin/Documents/学习/重点学习公众号/成都美食/20161201_李嘉诚员工离职后，他重新颠覆了成都苍蝇馆子的江湖定义！.md
train,2016-12-03 22:47,2016,成都美食,水冰玥,水冰玥,人物老店/烟火故事稿,听说，今年成都卖的COSTA圣诞款不输星爸爸？,1987,102,https://mp.weixin.qq.com/s/gVe8YI1tAQC1Hb1jMfFnGg,20161203_听说，今年成都卖的COSTA圣诞款不输星爸爸？.md,/Users/lixin/Documents/学习/重点学习公众号/成都美食/20161203_听说，今年成都卖的COSTA圣诞款不输星爸爸？.md
train,2016-12-04 22:30,2016,成都美食,锦城阿烨,锦城阿烨,街区地图/城市记忆稿,"请叫我\""川大美食学院\""，食堂是教学楼的两倍多！川大锦城食堂篇",3893,169,https://mp.weixin.qq.com/s/RDO380244eI03Zu80Mn0kw,20161204_请叫我_川大美食学院_，食堂是教学楼的两倍多！川大锦城食堂篇.md,/Users/lixin/Documents/学习/重点学习公众号/成都美食/20161204_请叫我_川大美食学院_，食堂是教学楼的两倍多！川大锦城食堂篇.md
train,2016-12-05 11:47,2016,成都美食,洪哥不是鸳鸯锅,洪哥不是鸳鸯锅,测评指南/清单稿,全成都最好吃35家火锅的招牌菜！如果想吃毛肚，你一定会去____。,4240,122,https://mp.weixin.qq.com/s/azAeWE9NNf99ru1_FzjHpg,20161205_全成都最好吃35家火锅的招牌菜！如果想吃毛肚，你一定会去_。.md,/Users/lixin/Documents/学习/重点学习公众号/成都美食/20161205_全成都最好吃35家火锅的招牌菜！如果想吃毛肚，你一定会去_。.md
train,2016-12-07 21:34,2016,成都美食,冉阿树,冉阿树,单品深挖/资格味道稿,被成都人刷爆了！首支「 军屯锅盔」概念视频发布！！,1650,32,https://mp.weixin.qq.com/s/YPAnNoTfVWl_xDvKFFGkpQ,20161207_被成都人刷爆了！首支「 军屯锅盔」概念视频发布！！.md,/Users/lixin/Documents/学习/重点学习公众号/成都美食/20161207_被成都人刷爆了！首支「 军屯锅盔」概念视频发布！！.md
train,2016-12-12 11:32,2016,成都美食,竹酱,竹酱,街区地图/城市记忆稿,成都今年的圣诞树已上线！拍照美出新高度！,1975,96,https://mp.weixin.qq.com/s/g8Z5DOufJvMhSkwR1afNKw,20161212_成都今年的圣诞树已上线！拍照美出新高度！.md,/Users/lixin/Documents/学习/重点学习公众号/成都美食/20161212_成都今年的圣诞树已上线！拍照美出新高度！.md
train,2016-12-13 12:49,2016,成都美食,小苏的荔枝,小苏的荔枝,人物老店/烟火故事稿,奶精+色素+香精！看来，自己做奶茶才是正经事！！,2804,69,https://mp.weixin.qq.com/s/XF0PNtCmWYnsXZtKs_fliQ,20161213_奶精+色素+香精！看来，自己做奶茶才是正经事！！.md,/Users/lixin/Documents/学习/重点学习公众号/成都美食/20161213_奶精+色素+香精！看来，自己做奶茶才是正经事！！.md
train,2016-12-18 21:45,2016,成都美食,美食君,美食君,单品深挖/资格味道稿,成都十大奢华酒店的「圣诞餐」，最贵2688元/位，快要订完了…,7859,201,https://mp.weixin.qq.com/s/N-gPqpV3SLzoAJnQ7UPN-Q,20161218_成都十大奢华酒店的「圣诞餐」，最贵2688元_位，快要订完了….md,/Users/lixin/Documents/学习/重点学习公众号/成都美食/20161218_成都十大奢华酒店的「圣诞餐」，最贵2688元_位，快要订完了….md
train,2016-12-21 11:56,2016,成都美食,小苏的荔枝,小苏的荔枝,测评指南/清单稿,超市酸奶测评，只用看这一篇就够了！,3598,55,https://mp.weixin.qq.com/s/NeEqY8OFNfEeTeazYdsSjw,20161221_超市酸奶测评，只用看这一篇就够了！.md,/Users/lixin/Documents/学习/重点学习公众号/成都美食/20161221_超市酸奶测评，只用看这一篇就够了！.md
train,2016-12-28 12:51,2016,成都美食,罗球球,罗球球,测评指南/清单稿,年末成都人上哪聚餐？我们精选了这10家★★★★以上餐厅！,4399,92,https://mp.weixin.qq.com/s/YLKDEj7-oo3e8CNRBkNLXA,20161228_年末成都人上哪聚餐？我们精选了这10家★★★★以上餐厅！.md,/Users/lixin/Documents/学习/重点学习公众号/成都美食/20161228_年末成都人上哪聚餐？我们精选了这10家★★★★以上餐厅！.md
train,2017-01-05 21:31,2017,成都美食,洪哥不是鸳鸯锅,洪哥不是鸳鸯锅,街区地图/城市记忆稿,在成都，老辈子口中的82/69/106…信箱，个个都是让人吞口水的地方！,3683,128,https://mp.weixin.qq.com/s/zM8rTyuqxmZEDYg7tRRKZA,20170105_在成都，老辈子口中的82_69_106…信箱，个个都是让人吞口水的地方！.md,/Users/lixin/Documents/学习/重点学习公众号/成都美食/20170105_在成都，老辈子口中的82_69_106…信箱，个个都是让人吞口水的地方！.md
train,2017-01-05 21:31,2017,成都美食,小苏的荔枝,小苏的荔枝,街区地图/城市记忆稿,深扒藏在老社区里的4家小馆子，不起眼却是成都老味道的代表！,2409,63,https://mp.weixin.qq.com/s/KjYv6iugh_oSVuagip7hSw,20170105_深扒藏在老社区里的4家小馆子，不起眼却是成都老味道的代表！.md,/Users/lixin/Documents/学习/重点学习公众号/成都美食/20170105_深扒藏在老社区里的4家小馆子，不起眼却是成都老味道的代表！.md
train,2017-01-08 12:12,2017,成都美食,香菜杀手水冰玥,香菜杀手水冰玥,街区地图/城市记忆稿,住在东光小区，一定没有瘦子！,4623,141,https://mp.weixin.qq.com/s/SUWWYAZIFp6AK30_abpV3A,20170108_住在东光小区，一定没有瘦子！.md,/Users/lixin/Documents/学习/重点学习公众号/成都美食/20170108_住在东光小区，一定没有瘦子！.md
train,2017-01-17 17:44,2017,成都美食,成都美食小分队,成都美食小分队,街区地图/城市记忆稿,2017成都吃货界的第1份礼物！包你一年的饭钱！！,1194,199,https://mp.weixin.qq.com/s/C0GqdXGw3ShFxW8qVYJ8Gg,20170117_2017成都吃货界的第1份礼物！包你一年的饭钱！！.md,/Users/lixin/Documents/学习/重点学习公众号/成都美食/20170117_2017成都吃货界的第1份礼物！包你一年的饭钱！！.md
train,2017-01-19 13:22,2017,成都美食,直男胃的美食君,直男胃的美食君,测评指南/清单稿,2017成都第一批网红店已上线！没去过都不好意思说自己是妹子！,5988,188,https://mp.weixin.qq.com/s/w2U3kYuw5peh1MZBF6SwGQ,20170119_2017成都第一批网红店已上线！没去过都不好意思说自己是妹子！.md,/Users/lixin/Documents/学习/重点学习公众号/成都美食/20170119_2017成都第一批网红店已上线！没去过都不好意思说自己是妹子！.md
train,2017-01-21 12:41,2017,成都美食,肉肉叶,肉肉叶,测评指南/清单稿,围到菜市走一圈，王嬢装的香肠都是偷偷在卖！还有一家有钱都买不到了！,6994,109,https://mp.weixin.qq.com/s/kNeR6keTm4f91IFya8pTxg,20170121_围到菜市走一圈，王嬢装的香肠都是偷偷在卖！还有一家有钱都买不到了！.md,/Users/lixin/Documents/学习/重点学习公众号/成都美食/20170121_围到菜市走一圈，王嬢装的香肠都是偷偷在卖！还有一家有钱都买不到了！.md
train,2017-01-24 17:11,2017,成都美食,香菜杀手水冰玥,香菜杀手水冰玥,街区地图/城市记忆稿,生活了20多年的城中村，养叼了成都几代人的嘴！！·,3014,127,https://mp.weixin.qq.com/s/SI8V-Jq_CxWaeWNObA52_w,20170124_生活了20多年的城中村，养叼了成都几代人的嘴！！·.md,/Users/lixin/Documents/学习/重点学习公众号/成都美食/20170124_生活了20多年的城中村，养叼了成都几代人的嘴！！·.md
train,2017-01-26 22:06,2017,成都美食,成都美食小分队,成都美食小分队,街区地图/城市记忆稿,2017成都有哪些值得推荐的餐厅和美食？看这篇就够了！,27731,41,https://mp.weixin.qq.com/s/wnGoI8TqFCY8kiMWRVOwcA,20170126_2017成都有哪些值得推荐的餐厅和美食？看这篇就够了！.md,/Users/lixin/Documents/学习/重点学习公众号/成都美食/20170126_2017成都有哪些值得推荐的餐厅和美食？看这篇就够了！.md
train,2017-02-01 12:49,2017,成都美食,洪哥不是鸳鸯锅,洪哥不是鸳鸯锅,测评指南/清单稿,这座小城不输乐山，它还是今年春节的小网红！300块20顿饭！！,6732,238,https://mp.weixin.qq.com/s/HwJtx3h8N9XXDIgNjre1Pw,20170201_这座小城不输乐山，它还是今年春节的小网红！300块20顿饭！！.md,/Users/lixin/Documents/学习/重点学习公众号/成都美食/20170201_这座小城不输乐山，它还是今年春节的小网红！300块20顿饭！！.md
train,2017-02-06 12:42,2017,成都美食,洪哥不是鸳鸯锅,洪哥不是鸳鸯锅,街区地图/城市记忆稿,2016年刷爆大成都的64家火爆餐厅，只怕你不敢点开！,20603,433,https://mp.weixin.qq.com/s/roKJFD-Ywdmi3JotmNzZow,20170206_2016年刷爆大成都的64家火爆餐厅，只怕你不敢点开！.md,/Users/lixin/Documents/学习/重点学习公众号/成都美食/20170206_2016年刷爆大成都的64家火爆餐厅，只怕你不敢点开！.md
