file,title,author,date,type,chars,paragraphs,median_para,short_ratio,max_short_run,sections,images,read,like,share,fav,comment,interaction_score,train_holdout,source_stratum,url
20210513_马斯克叫停比特币买车，加密货币纷纷跳水.md,马斯克叫停比特币买车，加密货币纷纷跳水,任雪芸,2021-05-13,综合商业观察,490,13,26,0.46153846153846156,4,0,6,,,,,,,training,routine,https://mp.weixin.qq.com/s/j27iueves14hCXKnrR1Kqw
20210514_「好孕妈妈」获数千万美元A+轮融资，IDG资本持续投资丨早起看早期.md,「好孕妈妈」获数千万美元A+轮融资，IDG资本持续投资丨早起看早期,顿雨婷,2021-05-14,早起看早期/融资稿,1011,20,19.5,0.5,6,0,7,,,,,,,training,routine,https://mp.weixin.qq.com/s/wNbvARroqjsMc2ttMB7tTg
20210514_接棒马斯克？华尔街大佬Steven Cohen拟大举布局加密货币.md,接棒马斯克？华尔街大佬Steven Cohen拟大举布局加密货币,王林,2021-05-14,综合商业观察,448,15,20,0.5333333333333333,5,0,6,,,,,,,training,routine,https://mp.weixin.qq.com/s/QGbfyQ1v1D8XfDQpg85Hyg
20210514_腾讯To B业务架构再升级，原360高管李强加入.md,腾讯To B业务架构再升级，原360高管李强加入,苏建勋,2021-05-14,综合商业观察,760,15,49,0.3333333333333333,2,0,6,,,,,,,training,routine,https://mp.weixin.qq.com/s/6oN18lXgXRWtv_RaoBe4yw
20210516_升职、加薪、搞副业……普通人的财富自由，还能靠什么实现？.md,升职、加薪、搞副业……普通人的财富自由，还能靠什么实现？,木也 十一,2021-05-16,综合商业观察,777,22,31.5,0.3181818181818182,3,0,7,,,,,,,training,routine,https://mp.weixin.qq.com/s/7rcALEh8o1xmJpuGZ4GXkw
20210517_亿纬锂能否认供货特斯拉，股价涨势未受影响.md,亿纬锂能否认供货特斯拉，股价涨势未受影响,王诗雨,2021-05-17,综合商业观察,517,12,25.0,0.5,4,0,6,,,,,,,training,routine,https://mp.weixin.qq.com/s/DUyPN4vsQi_Hq7DP1u00eQ
20210517_降低欧美Z世代实时沟通门槛，语音社交产品「LMK」获数百万美元种子轮融资丨早起看早期.md,降低欧美Z世代实时沟通门槛，语音社交产品「LMK」获数百万美元种子轮融资丨早起看早期,思绮,2021-05-17,早起看早期/融资稿,1152,21,38,0.42857142857142855,6,0,6,,,,,,,training,routine,https://mp.weixin.qq.com/s/Tkkq1lUsLC94nx_Sv6vKAw
20210518_企业微信李致峰：不愿提「私域流量」，因为不能把人当成流量 _ 36氪专访.md,企业微信李致峰：不愿提「私域流量」，因为不能把人当成流量 | 36氪专访,袁斯来 苏建勋,2021-05-18,专访/人物对话,3723,56,66.0,0.16071428571428573,3,0,9,,,,,,,training,routine,https://mp.weixin.qq.com/s/WEBBZhwSMkARwJqyeEqz3A
20210518_腾讯游戏年度发布IP改编游戏最多，云游戏业务分出两大主要方向｜最前线.md,腾讯游戏年度发布IP改编游戏最多，云游戏业务分出两大主要方向｜最前线,张信宇,2021-05-18,最前线/快讯分析,1015,15,75,0.3333333333333333,3,0,7,,,,,,,training,routine,https://mp.weixin.qq.com/s/D7XjHiC57-8PLPy_gJMJLw
20210526_「宠幸」完成近4亿元B+轮融资，主品牌卫仕今年目标销售额实现10亿元丨早起看早期.md,「宠幸」完成近4亿元B+轮融资，主品牌卫仕今年目标销售额实现10亿元丨早起看早期,杨亚飞​,2021-05-26,早起看早期/融资稿,1333,20,56.5,0.45,6,0,6,,,,,,,training,routine,https://mp.weixin.qq.com/s/-GN-1y9irheE6FA9fYKgqw
20210526_无人配送车首次「持证上岗」，京东物流、美团、新石器率先在京合规上路.md,无人配送车首次「持证上岗」，京东物流、美团、新石器率先在京合规上路,叶婷婷,2021-05-26,综合商业观察,1071,18,67.5,0.2222222222222222,2,0,6,,,,,,,training,routine,https://mp.weixin.qq.com/s/3ViZg6fa86yOrK6QwFYXUg
20210527_利润、营收暴涨后，小米的高端路仍不轻松.md,利润、营收暴涨后，小米的高端路仍不轻松,袁斯来 苏建勋,2021-05-27,综合商业观察,1934,41,49,0.2682926829268293,4,0,10,,,,,,,training,routine,https://mp.weixin.qq.com/s/DflL4EWfJjycq7QRRyF_vw
20210527_流量故事说完，拼多多又有了「品牌梦」和「买菜梦」.md,流量故事说完，拼多多又有了「品牌梦」和「买菜梦」,彭倩 乔芊,2021-05-27,综合商业观察,2315,37,59,0.1891891891891892,3,0,10,,,,,,,training,routine,https://mp.weixin.qq.com/s/Fae5pUY-WADqv_A1n9xWlg
20210528_新品推出，渠道加速，理想汽车进入惊险赌局.md,新品推出，渠道加速，理想汽车进入惊险赌局,李勤 苏建勋,2021-05-28,综合商业观察,2158,33,65,0.2727272727272727,5,0,10,,,,,,,training,routine,https://mp.weixin.qq.com/s/vC5pErSYAfMhVw9XzRLoDw
20210529_东北怎样养活了全中国的孩子？ _ 氪金.md,东北怎样养活了全中国的孩子？ | 氪金,任雪芸 尚闻多,2021-05-29,综合商业观察,5048,94,55.5,0.24468085106382978,5,0,15,,,,,,,training,routine,https://mp.weixin.qq.com/s/388yS9-tuzSNNlQfDBYqiQ
20210529_互联网用户增长见顶？王兴：我不认输.md,互联网用户增长见顶？王兴：我不认输,董洁 乔芊,2021-05-29,综合商业观察,2224,34,65.0,0.23529411764705882,3,0,12,,,,,,,training,routine,https://mp.weixin.qq.com/s/TLRx_NPHO1Tkun6VUCwKsw
20210529_爱优腾暂停内战「老友重聚」，得亏有 B 站这「一生之敌」.md,爱优腾暂停内战「老友重聚」，得亏有 B 站这「一生之敌」,王毓婵 张信宇,2021-05-29,综合商业观察,2598,47,42,0.23404255319148937,3,0,13,,,,,,,training,routine,https://mp.weixin.qq.com/s/0dyY7zHoRNx_lgpE3yUfag
20210529_瞄准年轻人的酒杯，女性低度酒品牌「MissBerry贝瑞甜心」完成A+轮融资 _ 早起看早期.md,瞄准年轻人的酒杯，女性低度酒品牌「MissBerry贝瑞甜心」完成A+轮融资 | 早起看早期,子佩,2021-05-29,早起看早期/融资稿,1682,27,76,0.4074074074074074,6,0,8,,,,,,,training,routine,https://mp.weixin.qq.com/s/6QJn77iYoC8Uzv9F1meKfA
20210530_百度成了小米 OV 的新对手.md,百度成了小米 OV 的新对手,苏建勋 乔芊,2021-05-30,综合商业观察,2351,41,73,0.24390243902439024,3,0,9,,,,,,,training,routine,https://mp.weixin.qq.com/s/Dm7ikkVBQBP1Jdh3HiX--g
20210531_开放三胎政策背后，80、90后养老难.md,开放三胎政策背后，80、90后养老难,石亚琼,2021-05-31,综合商业观察,5840,84,37.5,0.35714285714285715,4,0,25,,,,,,,training,routine,https://mp.weixin.qq.com/s/Kv8HLg2rtB5MX8pu4R_pmg
20210531_苹果要发布泡泡粉色iPhone 13了？结果又是一则流言.md,苹果要发布泡泡粉色iPhone 13了？结果又是一则流言,袁斯来,2021-05-31,综合商业观察,524,14,29.5,0.42857142857142855,2,0,8,,,,,,,training,routine,https://mp.weixin.qq.com/s/HStbNxggDWKoKGy0P6Xe3Q
20210601_苹果公布2020年供应商名单，这几家A股公司已经提前涨停了.md,苹果公布2020年供应商名单，这几家A股公司已经提前涨停了,袁斯来,2021-06-01,综合商业观察,768,14,64.5,0.2857142857142857,2,0,7,,,,,,,training,routine,https://mp.weixin.qq.com/s/ov85wNK1Atvz-SWlPNXAxQ
20210602_蚂蚁自研数据库OceanBase首次阐述战略：未来三年专注核心分布式改造.md,蚂蚁自研数据库OceanBase首次阐述战略：未来三年专注核心分布式改造,苏建勋,2021-06-02,综合商业观察,1327,22,59.0,0.18181818181818182,2,0,7,,,,,,,training,routine,https://mp.weixin.qq.com/s/8_Ieoa8zs35kW48yWbsByg
20210603_HarmonyOS 2（鸿蒙）发布，你听到华为心脏跳动的声音了吗？.md,HarmonyOS 2（鸿蒙）发布，你听到华为心脏跳动的声音了吗？,袁斯来 苏建勋,2021-06-03,综合商业观察,2523,52,48.5,0.25,4,0,12,,,,,,,training,routine,https://mp.weixin.qq.com/s/EWz2G9m0eI5b5947lVJzsA
20210603_「私域流量」是个大金矿，但不是每个人都能淘到金.md,「私域流量」是个大金矿，但不是每个人都能淘到金,苏建勋 乔芊,2021-06-03,综合商业观察,2807,53,52,0.22641509433962265,3,0,12,,,,,,,training,routine,https://mp.weixin.qq.com/s/UGZv0KMhshjuRqSuut6i4A
20210603_饮料市场太卷了，「肥宅快乐水」不再快乐.md,饮料市场太卷了，「肥宅快乐水」不再快乐,彭倩 乔芊,2021-06-03,综合商业观察,3056,49,59,0.22448979591836735,6,0,11,,,,,,,training,routine,https://mp.weixin.qq.com/s/46EIACpDpvfajFPud0kv0g
20210604_《摩尔庄园》——这是95后的情怀，10后不会买单的.md,《摩尔庄园》——这是95后的情怀，10后不会买单的,王毓婵,2021-06-04,综合商业观察,2576,41,63,0.2926829268292683,4,0,14,,,,,,,training,routine,https://mp.weixin.qq.com/s/Qd7PnBIbe8RFT2KpL95edA
20210604_那个卖苹果充电器的，值不值800亿？丨智氪.md,那个卖苹果充电器的，值不值800亿？丨智氪,丁卯 郑怀舟,2021-06-04,智氪/投资产业分析,6161,103,58,0.3592233009708738,5,0,21,,,,,,,training,routine,https://mp.weixin.qq.com/s/YKl0hItaroindSXvyCruyQ
20210604_阅文换血一年，网文IP持续推进有声化、影视化和商品化开发.md,阅文换血一年，网文IP持续推进有声化、影视化和商品化开发,王毓婵,2021-06-04,综合商业观察,983,16,56.5,0.3125,3,0,7,,,,,,,training,routine,https://mp.weixin.qq.com/s/5qE7nuUHlA0nZlUd2etbsg
20210608_「鹰集」半年内连获三轮融资，B站、柠萌、EVERYI益源资本进入丨早起看早期.md,「鹰集」半年内连获三轮融资，B站、柠萌、EVERYI益源资本进入丨早起看早期,杨亚飞,2021-06-08,早起看早期/融资稿,1008,18,20.5,0.5,6,0,6,,,,,,,training,routine,https://mp.weixin.qq.com/s/K-1oKUxll_2hcWei2qh3pA
20210608_两年120亿，中国芯片迎来资本狂人.md,两年120亿，中国芯片迎来资本狂人,吴睿睿 刘旌,2021-06-08,综合商业观察,5020,68,70.0,0.17647058823529413,5,0,11,,,,,,,training,routine,https://mp.weixin.qq.com/s/eKvA0w3LhUnK2tyFpc7GPw
20210608_博世10亿欧元投建晶圆厂，9月生产汽车芯片.md,博世10亿欧元投建晶圆厂，9月生产汽车芯片,李勤,2021-06-08,综合商业观察,791,16,44.5,0.375,4,0,6,,,,,,,training,routine,https://mp.weixin.qq.com/s/0v2Vf00XGr3pyFMMupkC7w
20210608_恒安集团深陷「针头门」，卫生巾业务年入67亿.md,恒安集团深陷「针头门」，卫生巾业务年入67亿,任雪芸,2021-06-08,综合商业观察,605,13,46,0.46153846153846156,4,0,7,,,,,,,training,routine,https://mp.weixin.qq.com/s/rFEOLq8Gx_PyvNfjJ2dybw
20210608_腾讯视频公布新一年片单，现实主义题材压过古偶甜宠剧.md,腾讯视频公布新一年片单，现实主义题材压过古偶甜宠剧,王毓婵,2021-06-08,综合商业观察,1228,19,76,0.2631578947368421,3,0,9,,,,,,,training,routine,https://mp.weixin.qq.com/s/7Jde3_agqQ6y-7P1fFXkOA
20210608_苹果WWDC21来了，iOS15是重点，没有One More Thing.md,苹果WWDC21来了，iOS15是重点，没有One More Thing,袁斯来,2021-06-08,综合商业观察,1645,39,44,0.3076923076923077,3,0,10,,,,,,,training,routine,https://mp.weixin.qq.com/s/fy0KcWihrTM3jvtzFMib4A
20210609_打工人困境：逃不出工厂，挤不进互联网｜氪金.md,打工人困境：逃不出工厂，挤不进互联网｜氪金,谢芸子 潘心怡,2021-06-09,综合商业观察,4723,87,60,0.1839080459770115,5,0,14,,,,,,,training,routine,https://mp.weixin.qq.com/s/AgvDhxpcBt6jZjU2_CFppg
20210610_上海机场筹划重大资产重组，浦东、虹桥将迎来整体上市.md,上海机场筹划重大资产重组，浦东、虹桥将迎来整体上市,刘艺晨,2021-06-10,IPO/资本市场,718,15,53,0.3333333333333333,3,0,6,,,,,,,training,routine,https://mp.weixin.qq.com/s/2M636LuIMZbBeOGdqFWorQ
20210610_医美面膜到底是不是「智商税」？这家冲上市的公司给你答案｜IPO前瞻.md,医美面膜到底是不是「智商税」？这家冲上市的公司给你答案｜IPO前瞻,李欣 郑怀舟 丁卯,2021-06-10,IPO/资本市场,4521,76,60.0,0.19736842105263158,4,0,18,,,,,,,training,routine,https://mp.weixin.qq.com/s/8QXl9BSwAkgLcP2gwV_2JA
20210610_私募大V实名举报舍得酒业，白酒股还香吗？.md,私募大V实名举报舍得酒业，白酒股还香吗？,谢芸子,2021-06-10,综合商业观察,669,17,31,0.4117647058823529,4,0,7,,,,,,,training,routine,https://mp.weixin.qq.com/s/QXuxqlrLnRlB998W1peqXw
20210611_「挚感光子」完成亿元A轮融资，以新一代FMCW技术切入汽车激光雷达，每秒3000万点丨早起看早期.md,「挚感光子」完成亿元A轮融资，以新一代FMCW技术切入汽车激光雷达，每秒3000万点丨早起看早期,Lina,2021-06-11,早起看早期/融资稿,1720,27,62,0.3333333333333333,6,0,8,,,,,,,training,routine,https://mp.weixin.qq.com/s/YZbloZOQYfkboqv2YsBA5Q
20210611_中国买手又出动，复星时尚收购意大利品牌Sergio Rossi.md,中国买手又出动，复星时尚收购意大利品牌Sergio Rossi,谢芸子,2021-06-11,综合商业观察,617,15,35,0.4,4,0,7,,,,,,,training,routine,https://mp.weixin.qq.com/s/oIdwcs3Fqwz8jyUxIwaP5w
20210611_字节 To B，卖不卖云不重要.md,字节 To B，卖不卖云不重要,苏建勋 乔芊,2021-06-11,综合商业观察,2745,50,56.5,0.28,4,0,12,,,,,,,training,routine,https://mp.weixin.qq.com/s/1k9xN6DM4bvU53KDqa_ZGA
20210611_累计分红或达1214亿元，贵州茅台营收同比增长超10%.md,累计分红或达1214亿元，贵州茅台营收同比增长超10%,王诗宇,2021-06-11,综合商业观察,402,12,19.5,0.5833333333333334,5,0,6,,,,,,,training,routine,https://mp.weixin.qq.com/s/IPh55oUkkIcml0et3Iis9g
20210612_千亿美金公司或登场，滴滴的故事终于见真章.md,千亿美金公司或登场，滴滴的故事终于见真章,杨林 乔芊,2021-06-12,综合商业观察,3258,49,69,0.1836734693877551,5,0,9,,,,,,,training,routine,https://mp.weixin.qq.com/s/xEOedRL3URWKQnp4RPXbgQ
20210613_纳斯达克CEO揭秘：脸书上市那天的惊天乌龙.md,纳斯达克CEO揭秘：脸书上市那天的惊天乌龙,36氪,2021-06-13,IPO/资本市场,2813,67,37,0.40298507462686567,7,0,16,,,,,,,training,routine,https://mp.weixin.qq.com/s/q22SqT3Bu-6sq7h2k6cE1Q
20210615_5亿美金，给 AR 赛道烧出一个黎明.md,5亿美金，给 AR 赛道烧出一个黎明,苏建勋 乔芊,2021-06-15,综合商业观察,2905,53,55,0.18867924528301888,3,0,13,,,,,,,training,routine,https://mp.weixin.qq.com/s/_nTqV_TCMtIS5ZutF0L7vw
20210615_DTC家居品牌「半日闲」获超千万元天使轮融资，从床垫产品切入睡眠市场丨早起看早期.md,DTC家居品牌「半日闲」获超千万元天使轮融资，从床垫产品切入睡眠市场丨早起看早期,王杰西 章婷,2021-06-15,早起看早期/融资稿,1279,25,34,0.48,6,0,8,,,,,,,training,routine,https://mp.weixin.qq.com/s/OHkBzFenMWAiziX7hd3kug
20210615_多地发力夜经济LED需求或迎反弹，业界预计今年规模将达36万亿元 _ 市场要闻.md,多地发力夜经济LED需求或迎反弹，业界预计今年规模将达36万亿元 | 市场要闻,任雪芸,2021-06-15,综合商业观察,654,13,41,0.38461538461538464,3,0,6,,,,,,,training,routine,https://mp.weixin.qq.com/s/s_gKG5jMgcwkGapeRP4Ewg
20210615_阅文新丽腾讯影业再次合体，2021年将推出70部新作品.md,阅文新丽腾讯影业再次合体，2021年将推出70部新作品,王毓婵,2021-06-15,综合商业观察,937,17,50,0.35294117647058826,4,0,7,,,,,,,training,routine,https://mp.weixin.qq.com/s/geLI-0ew3trTpcj2Q3erTQ
20210616_五菱汽车与快递公司合作造车，发力新能源物流领域.md,五菱汽车与快递公司合作造车，发力新能源物流领域,刘艺晨,2021-06-16,综合商业观察,499,12,35.0,0.4166666666666667,3,0,6,,,,,,,training,routine,https://mp.weixin.qq.com/s/NoCEi_LJrlrY3Bbg_IGLyQ
20210616_再套现21亿美元，疫情并未影响沃尔玛家族财富积累.md,再套现21亿美元，疫情并未影响沃尔玛家族财富积累,谢芸子,2021-06-16,综合商业观察,741,15,58,0.26666666666666666,2,0,6,,,,,,,training,routine,https://mp.weixin.qq.com/s/5jTNbBWvMuak8XBpJztznQ
20210616_半年7000家门店，小米线下的激进一面.md,半年7000家门店，小米线下的激进一面,邱晓芬 苏建勋,2021-06-16,综合商业观察,2743,42,70.0,0.21428571428571427,3,0,12,,,,,,,training,routine,https://mp.weixin.qq.com/s/TpK0dkL_P74lFzKpaSO3kA
20210616_智能新能源物流车制造商「智点汽车」获10亿人民币A轮融资，厢货车产品6月底下线丨早起看早期.md,智能新能源物流车制造商「智点汽车」获10亿人民币A轮融资，厢货车产品6月底下线丨早起看早期,熊纯漪 王艺瑾,2021-06-16,早起看早期/融资稿,1622,27,38,0.37037037037037035,6,0,6,,,,,,,training,routine,https://mp.weixin.qq.com/s/c1nGCNvgqrOtL3BIAoVDDA
20210617_一加手机并入OPPO，一个意料之内的回答.md,一加手机并入OPPO，一个意料之内的回答,邱晓芬,2021-06-17,综合商业观察,1633,27,54,0.25925925925925924,4,0,8,,,,,,,training,routine,https://mp.weixin.qq.com/s/99e7wM7m8XNEz1xbcHiE8A
20210617_和华为「离婚」180天，新荣耀背水一战｜深氪.md,和华为「离婚」180天，新荣耀背水一战｜深氪,袁斯来 杨轩,2021-06-17,深氪/深度商业故事,6988,114,63.5,0.15789473684210525,3,0,11,,,,,,,training,routine,https://mp.weixin.qq.com/s/LG2mYjuy5NR8iKEgmn8xZg
20210617_掌舵腾讯电竞首年，马晓轶希望更多用户深入参与电竞.md,掌舵腾讯电竞首年，马晓轶希望更多用户深入参与电竞,刘士武,2021-06-17,综合商业观察,1196,16,77.0,0.3125,3,0,6,,,,,,,training,routine,https://mp.weixin.qq.com/s/6FOnFy0su9qjlp4kA4JvYg
20210617_比亚迪半导体被分拆至创业板上市，估值达102亿.md,比亚迪半导体被分拆至创业板上市，估值达102亿,任雪芸​,2021-06-17,IPO/资本市场,673,16,30.5,0.4375,4,0,6,,,,,,,training,routine,https://mp.weixin.qq.com/s/aPVsYBRCA1jAVdYn7Kls5w
20210618_​「三架马车」能拉着腾讯驶向迪士尼吗？.md,​「三架马车」能拉着腾讯驶向迪士尼吗？,王毓婵 张信宇,2021-06-18,综合商业观察,2580,41,56,0.24390243902439024,5,0,13,,,,,,,training,routine,https://mp.weixin.qq.com/s/uo9ahQ5L94xlWzaVhuTzzQ
20210618_人力资源科技公司「今日人才」完成B轮亿元级别融资，今日资本领投丨早起看早期.md,人力资源科技公司「今日人才」完成B轮亿元级别融资，今日资本领投丨早起看早期,王与桐,2021-06-18,早起看早期/融资稿,1088,24,33.0,0.4166666666666667,6,0,7,,,,,,,training,routine,https://mp.weixin.qq.com/s/8Z7Aw6XTZgJFNl4RWfQI0g
20210618_猫狗抖快鏖战618，到底是谁的主场？｜智氪调研.md,猫狗抖快鏖战618，到底是谁的主场？｜智氪调研,丁卯 郑怀舟,2021-06-18,智氪/投资产业分析,4633,51,79,0.23529411764705882,2,0,15,,,,,,,training,routine,https://mp.weixin.qq.com/s/n-QSrBVBI3JjOkUZZcAnEA
20210618_雍禾植发赴港IPO背后，「毛发生意」有多香？.md,雍禾植发赴港IPO背后，「毛发生意」有多香？,顿雨婷,2021-06-18,IPO/资本市场,3322,63,53,0.31746031746031744,3,0,16,,,,,,,training,routine,https://mp.weixin.qq.com/s/0W7VoSLRHmvWdsLEGguB5g
20210619_持续加大激光雷达核心芯片研发投入，「 一径科技」完成数亿元B轮融资丨早起看早期.md,持续加大激光雷达核心芯片研发投入，「 一径科技」完成数亿元B轮融资丨早起看早期,汝晴,2021-06-19,早起看早期/融资稿,1714,24,49.5,0.375,6,0,7,,,,,,,training,routine,https://mp.weixin.qq.com/s/LmjQD_78pnd36DcKkFNT4w
20210621_「清研精准」获数千万人民币A轮融资，百度风投和小苗朗程联合领投｜早起看早期.md,「清研精准」获数千万人民币A轮融资，百度风投和小苗朗程联合领投｜早起看早期,王艺瑾,2021-06-21,早起看早期/融资稿,1118,19,32,0.47368421052631576,6,0,6,,,,,,,training,routine,https://mp.weixin.qq.com/s/Cfl4YwHZpv8qbZ-qGysZgw
20210621_亿纬锂能参投特锐德子公司，布局新能源汽车充电基础设施.md,亿纬锂能参投特锐德子公司，布局新能源汽车充电基础设施,王诗宇,2021-06-21,综合商业观察,625,12,36.5,0.3333333333333333,2,0,7,,,,,,,training,routine,https://mp.weixin.qq.com/s/zLJU1rxz2ZMS-FiPuFXTtg
20210621_广州国资拟12.6亿元入主，润邦股份早盘涨停报5.12元.md,广州国资拟12.6亿元入主，润邦股份早盘涨停报5.12元,任雪芸,2021-06-21,综合商业观察,549,13,19,0.5384615384615384,4,0,6,,,,,,,training,routine,https://mp.weixin.qq.com/s/NB3ZhZ5TBR7Ic0BkyyqiBQ
"20210622_为都市年轻人提供半成品食材,「三餐有料」再获数千万元A+轮融资｜早起看早期.md","为都市年轻人提供半成品食材,「三餐有料」再获数千万元A+轮融资｜早起看早期",Zhudy 章婷,2021-06-22,早起看早期/融资稿,1208,21,31,0.42857142857142855,6,0,7,,,,,,,training,routine,https://mp.weixin.qq.com/s/QRrntYfUDQZtIZ-wusZUtg
20210622_跳出舒适区：老牌基金嘉实的变革365天｜聪明的钱.md,跳出舒适区：老牌基金嘉实的变革365天｜聪明的钱,吕婧雯 刘旌,2021-06-22,综合商业观察,4850,71,70,0.15492957746478872,6,0,11,,,,,,,training,routine,https://mp.weixin.qq.com/s/EznuPHx6bjz881e6DE5r3A
20210622_转让字节跳动老股、求购估值5亿元以内的保险科技类标的｜资情留言板第一期来了.md,转让字节跳动老股、求购估值5亿元以内的保险科技类标的｜资情留言板第一期来了,资情留言板,2021-06-22,综合商业观察,593,15,13,0.6666666666666666,4,0,10,,,,,,,training,routine,https://mp.weixin.qq.com/s/GcSGyLZlyRNHvzExyjmyiQ
20210623_满帮合并4年市值破1500亿：一场「理想国」与「人间世」的大博弈.md,满帮合并4年市值破1500亿：一场「理想国」与「人间世」的大博弈,陈之琰 刘旌,2021-06-23,综合商业观察,4988,76,68.5,0.11842105263157894,3,0,11,,,,,,,training,routine,https://mp.weixin.qq.com/s/H1WAfsyEWETyQNZpxteVcw
20210624_28个交易日暴涨70%，还有机会上比亚迪的车吗？丨智氪.md,28个交易日暴涨70%，还有机会上比亚迪的车吗？丨智氪,王诗宇 丁卯,2021-06-24,智氪/投资产业分析,5802,68,73.5,0.38235294117647056,5,0,18,,,,,,,training,routine,https://mp.weixin.qq.com/s/3UsjfFrUmo8liMMYY9rXxg
20210624_Tim Hortons中国CEO卢永臣：中国消费者最接受创新，但口味变化也最快丨36氪专访.md,Tim Hortons中国CEO卢永臣：中国消费者最接受创新，但口味变化也最快丨36氪专访,彭倩 乔芊,2021-06-24,专访/人物对话,2742,64,25.5,0.421875,5,0,10,,,,,,,training,routine,https://mp.weixin.qq.com/s/EpIe2vjvSxCZnO_tnY29FQ
20210624_新一代干细胞治疗新锐，「士泽生物」公开已完成数千万元天使轮融资｜早起看早期.md,新一代干细胞治疗新锐，「士泽生物」公开已完成数千万元天使轮融资｜早起看早期,蔡姝凝,2021-06-24,早起看早期/融资稿,1839,19,33,0.42105263157894735,6,0,6,,,,,,,training,routine,https://mp.weixin.qq.com/s/X4VQj0qFBwFC7C3-xMipKw
20210624_股民们「喝上头」的东鹏：最便宜的能量饮料，最贵的股价.md,股民们「喝上头」的东鹏：最便宜的能量饮料，最贵的股价,杨亚飞 乔芊,2021-06-24,综合商业观察,2302,38,64.5,0.2894736842105263,4,0,12,,,,,,,training,routine,https://mp.weixin.qq.com/s/y7GzvUgvqZCQ7jFmGpX3eg
20210625_Windows 11正式发布：长得更像iOS，还要挑战App Store.md,Windows 11正式发布：长得更像iOS，还要挑战App Store,袁斯来,2021-06-25,综合商业观察,742,19,32,0.42105263157894735,5,0,8,,,,,,,training,routine,https://mp.weixin.qq.com/s/T7wpDf0XbRv_bXMlI792Xg
